city,latitude,longitude,elevation_m,month,is_monsoon,is_coastal,rainfall_24h_mm,rainfall_48h_mm,rainfall_72h_mm,max_hourly_rate_mm,temperature_c,humidity_pct,pressure_hpa,wind_speed_kmh,flood_occurred
Guwahati,26.14,91.74,55,6,1,0,92.1,120.3,163.4,27.2,30.7,67.7,1007.4,2.3,0
Kochi,9.93,76.27,0,5,0,1,0.7,1.1,1.6,0.1,25.6,46.2,1015.7,26.6,0
Imphal,24.82,93.95,786,9,1,0,7.8,8.1,17.4,1.0,27.9,68.5,1009.6,3.5,0
Shillong,25.57,91.88,1496,10,0,0,10.5,13.7,26.5,1.6,5.0,67.7,1014.0,6.7,0
Mumbai,19.08,72.88,14,9,1,1,6.2,7.0,7.0,0.4,33.8,81.2,1018.0,9.1,0
Ahmedabad,23.02,72.57,53,11,0,1,31.4,33.9,69.7,2.4,24.2,55.2,1015.6,17.8,0
Hyderabad,17.39,78.49,542,1,0,0,0.2,0.4,0.8,0.0,25.5,65.6,1008.6,1.5,0
Dibrugarh,27.47,94.91,108,1,0,0,14.0,20.4,22.1,4.2,22.2,61.8,1002.5,2.9,0
Shillong,25.57,91.88,1496,2,0,0,4.9,9.9,20.8,0.2,24.9,50.3,1011.0,10.1,0
Guwahati,26.14,91.74,55,5,0,0,23.6,38.3,67.1,4.7,24.2,33.9,1023.5,5.1,0
Imphal,24.82,93.95,786,8,1,0,63.2,235.4,243.4,16.4,22.8,86.4,1009.2,10.6,1
Thiruvananthapuram,8.52,76.94,10,3,0,1,9.5,20.7,32.3,0.7,27.1,20.0,1021.1,6.2,0
Visakhapatnam,17.69,83.22,45,5,0,1,1.2,1.9,1.9,0.3,31.6,58.1,1015.2,27.9,0
Pune,18.52,73.86,560,6,1,0,25.0,69.6,97.8,1.5,19.1,85.2,1007.8,8.6,0
Delhi,28.61,77.23,216,7,1,0,71.4,89.6,146.2,17.2,29.2,79.1,1019.2,3.7,0
Dehradun,30.32,78.03,640,3,0,0,16.8,18.8,26.1,2.3,17.7,65.3,1012.2,14.4,0
Delhi,28.61,77.23,216,8,1,0,21.1,21.9,30.2,1.4,22.6,70.5,1006.4,3.3,0
Pune,18.52,73.86,560,10,0,0,7.9,9.4,10.0,0.4,24.8,38.7,1008.9,6.7,0
Hyderabad,17.39,78.49,542,8,1,0,242.8,291.3,390.5,28.4,25.3,84.1,997.8,7.8,1
Mumbai,19.08,72.88,14,12,0,1,3.1,4.3,7.8,0.1,32.5,52.7,1017.7,16.9,0
Pune,18.52,73.86,560,5,0,0,21.8,22.1,26.3,0.4,27.0,49.4,1016.6,0.4,0
Varanasi,25.32,83.01,81,11,0,0,0.5,1.3,1.4,0.0,24.5,58.5,1009.9,9.5,0
Varanasi,25.32,83.01,81,10,0,0,11.3,17.7,18.2,1.4,24.8,80.9,1011.6,6.0,0
Lucknow,26.85,80.95,123,6,1,0,32.6,73.2,75.6,2.3,32.2,74.5,996.9,5.1,0
Raipur,21.25,81.63,298,11,0,0,4.0,7.0,10.6,1.2,25.2,62.6,1018.8,0.2,0
Silchar,24.83,92.78,35,8,1,0,19.7,30.9,35.4,3.2,31.4,74.5,994.4,1.8,0
Ranchi,23.34,85.31,651,7,1,0,7.7,8.3,8.8,0.3,30.4,83.1,996.2,13.6,0
Dehradun,30.32,78.03,640,2,0,0,2.7,7.5,8.0,0.2,25.3,56.7,1014.4,3.1,0
Hyderabad,17.39,78.49,542,5,0,0,12.1,20.0,21.2,0.9,23.4,43.7,1012.4,1.0,0
Pune,18.52,73.86,560,4,0,0,3.1,5.6,6.0,0.0,23.1,81.1,1012.4,10.5,0
Shillong,25.57,91.88,1496,5,0,0,9.5,9.6,14.0,0.0,22.1,67.6,1014.9,1.3,0
Srinagar,34.08,74.8,1585,6,1,0,97.4,146.2,160.8,2.4,20.7,76.0,1007.1,4.1,1
Hyderabad,17.39,78.49,542,12,0,0,4.4,12.4,17.5,0.1,23.6,55.0,1017.5,4.0,0
Srinagar,34.08,74.8,1585,4,0,0,3.0,3.3,3.4,1.0,19.7,79.4,1015.1,11.7,0
Dehradun,30.32,78.03,640,4,0,0,13.4,23.9,26.8,6.7,24.9,40.0,1009.7,21.6,0
Kochi,9.93,76.27,0,10,0,1,15.7,21.3,29.9,1.2,21.6,72.1,1012.4,6.6,0
Srinagar,34.08,74.8,1585,10,0,0,8.7,12.1,12.3,1.9,17.0,43.2,1017.9,0.1,0
Ahmedabad,23.02,72.57,53,10,0,1,9.6,11.3,16.8,1.4,27.2,79.4,1015.5,1.9,0
Dibrugarh,27.47,94.91,108,8,1,0,134.2,206.0,217.4,14.6,16.9,91.4,1000.8,1.0,1
Guwahati,26.14,91.74,55,6,1,0,4.9,6.0,11.1,0.3,30.7,80.5,996.0,9.7,0
Delhi,28.61,77.23,216,1,0,0,25.5,32.4,33.5,3.6,23.9,79.1,1013.6,1.7,0
Shillong,25.57,91.88,1496,9,1,0,210.7,300.3,358.0,70.2,23.6,92.6,1001.8,2.8,1
Imphal,24.82,93.95,786,5,0,0,2.3,4.8,6.9,0.2,23.2,48.1,998.9,0.2,0
Patna,25.61,85.14,53,4,0,0,42.3,51.6,91.4,10.8,23.8,57.4,1008.5,7.9,0
Jaipur,26.91,75.79,431,12,0,0,9.5,20.6,20.8,0.3,18.4,44.5,1016.3,7.5,0
Bhubaneswar,20.3,85.82,45,12,0,1,3.7,4.8,6.0,0.4,23.1,65.5,1018.8,5.0,0
Delhi,28.61,77.23,216,4,0,0,5.9,7.8,11.4,0.6,20.7,57.9,1014.5,4.1,0
Pune,18.52,73.86,560,6,1,0,345.7,579.6,637.2,33.9,24.9,87.6,1000.2,3.3,1
Lucknow,26.85,80.95,123,7,1,0,47.9,86.6,105.5,2.8,31.6,79.3,1011.2,15.4,0
Guwahati,26.14,91.74,55,7,1,0,1.2,1.3,2.2,0.1,28.3,94.3,1006.4,15.3,0
Guwahati,26.14,91.74,55,12,0,0,7.1,14.7,15.1,1.5,10.7,84.2,1016.6,4.4,0
Visakhapatnam,17.69,83.22,45,5,0,1,27.7,31.0,45.3,5.8,29.6,69.1,1013.3,10.0,0
Dehradun,30.32,78.03,640,5,0,0,6.4,8.0,8.3,0.1,27.0,43.1,1006.7,1.7,0
Thiruvananthapuram,8.52,76.94,10,5,0,1,15.6,19.9,20.1,4.6,16.1,86.7,1013.8,8.2,0
Bhubaneswar,20.3,85.82,45,7,1,1,74.7,98.7,100.1,14.3,28.3,93.2,1012.5,27.6,1
Hyderabad,17.39,78.49,542,1,0,0,15.4,16.9,24.3,0.6,20.5,47.9,1017.4,9.7,0
Guwahati,26.14,91.74,55,11,0,0,10.1,19.8,21.6,0.3,23.7,63.5,1014.2,4.1,0
Varanasi,25.32,83.01,81,8,1,0,92.8,126.9,138.9,7.2,40.6,93.0,1018.3,2.6,1
Visakhapatnam,17.69,83.22,45,7,1,1,9.1,17.1,23.7,0.1,29.9,85.5,1009.4,26.0,0
Pune,18.52,73.86,560,8,1,0,1.2,2.0,2.2,0.0,27.3,86.2,984.4,24.2,0
Guwahati,26.14,91.74,55,5,0,0,9.4,20.4,45.1,1.2,27.8,38.2,1008.4,3.5,0
Imphal,24.82,93.95,786,4,0,0,16.5,19.1,34.7,0.1,17.6,46.5,1010.9,7.7,0
Chennai,13.08,80.27,6,8,1,1,14.7,20.9,22.8,5.4,26.5,78.1,998.0,15.7,0
Bhubaneswar,20.3,85.82,45,12,0,1,12.8,28.2,39.3,0.1,17.1,51.8,1008.8,50.0,0
Delhi,28.61,77.23,216,7,1,0,7.9,35.0,36.5,0.9,24.9,85.8,1004.2,1.8,0
Mumbai,19.08,72.88,14,9,1,1,5.0,6.1,6.4,1.2,43.8,73.5,1009.7,10.1,0
Raipur,21.25,81.63,298,5,0,0,15.5,16.8,21.1,1.0,26.4,35.4,1015.2,13.1,0
Bengaluru,12.97,77.59,920,2,0,0,18.4,28.3,31.0,11.9,22.1,83.2,1011.8,0.3,0
Guwahati,26.14,91.74,55,5,0,0,2.4,4.8,6.6,0.7,34.4,63.0,1000.4,0.9,0
Bengaluru,12.97,77.59,920,11,0,0,2.5,2.9,3.0,0.0,19.0,89.3,1008.0,2.0,0
Hyderabad,17.39,78.49,542,10,0,0,2.0,2.4,5.4,0.3,19.6,40.4,1010.3,10.5,0
Shillong,25.57,91.88,1496,12,0,0,10.0,21.2,25.6,1.6,11.2,53.8,1005.7,11.4,0
Lucknow,26.85,80.95,123,10,0,0,10.3,17.1,26.4,1.1,18.2,44.7,1008.2,10.1,0
Kolkata,22.57,88.36,11,4,0,1,33.4,44.8,55.7,7.1,21.7,75.5,1009.0,17.8,0
Visakhapatnam,17.69,83.22,45,4,0,1,0.9,2.2,2.3,0.2,22.9,88.6,1005.3,3.3,0
Ranchi,23.34,85.31,651,7,1,0,10.5,54.6,62.3,1.8,28.4,80.4,1014.7,14.8,0
Bengaluru,12.97,77.59,920,9,1,0,4.7,6.3,7.7,0.3,23.8,73.0,1019.0,28.0,0
Silchar,24.83,92.78,35,8,1,0,20.8,22.4,28.7,1.1,33.1,85.0,1015.4,19.3,0
Silchar,24.83,92.78,35,2,0,0,16.2,25.9,54.0,1.0,30.4,60.7,1012.2,14.0,0
Ahmedabad,23.02,72.57,53,11,0,1,14.8,32.0,36.0,0.5,21.8,88.6,1007.8,3.4,0
Guwahati,26.14,91.74,55,1,0,0,8.3,8.6,9.0,0.7,18.4,84.6,1008.2,0.6,0
Guwahati,26.14,91.74,55,11,0,0,11.8,21.8,28.9,1.0,23.6,85.3,1009.5,20.9,0
Raipur,21.25,81.63,298,11,0,0,2.0,2.3,2.4,1.0,27.1,65.1,1014.8,0.0,0
Dibrugarh,27.47,94.91,108,8,1,0,56.7,114.2,140.5,4.1,36.0,95.5,1004.0,5.8,0
Bengaluru,12.97,77.59,920,10,0,0,5.8,14.8,18.9,0.3,22.2,68.4,1011.0,10.2,0
Dehradun,30.32,78.03,640,11,0,0,0.5,1.1,1.3,0.2,26.1,73.2,1015.6,27.5,0
Patna,25.61,85.14,53,11,0,0,3.7,5.0,8.1,0.0,29.0,63.3,1006.1,0.8,0
Chennai,13.08,80.27,6,9,1,1,58.0,78.6,136.3,4.6,26.5,82.9,1002.1,0.0,0
Shillong,25.57,91.88,1496,11,0,0,1.1,1.3,1.4,0.2,19.4,81.5,1004.3,3.0,0
Ranchi,23.34,85.31,651,4,0,0,0.7,1.0,1.7,0.0,21.0,71.7,1009.3,31.0,0
Lucknow,26.85,80.95,123,1,0,0,3.7,3.9,6.6,0.1,23.6,68.1,1006.8,6.9,0
Raipur,21.25,81.63,298,12,0,0,5.2,6.4,7.9,0.3,24.9,34.9,1023.5,16.8,0
Visakhapatnam,17.69,83.22,45,11,0,1,2.6,3.0,4.0,0.1,24.0,62.8,1018.8,15.6,0
Lucknow,26.85,80.95,123,4,0,0,46.2,49.4,68.3,4.3,25.8,43.5,1016.7,5.7,0
Pune,18.52,73.86,560,11,0,0,4.6,5.2,5.4,0.1,22.3,39.1,1014.8,4.1,0
Dibrugarh,27.47,94.91,108,6,1,0,63.8,88.6,153.2,10.3,25.9,69.9,999.1,8.9,1
Ranchi,23.34,85.31,651,10,0,0,7.8,8.9,14.0,0.1,21.2,30.0,1016.5,2.3,0
Bengaluru,12.97,77.59,920,9,1,0,45.8,82.9,119.2,2.4,29.0,76.3,1011.9,0.4,0
Raipur,21.25,81.63,298,2,0,0,2.7,5.0,5.4,0.2,23.4,72.3,1010.7,10.3,0
Bhubaneswar,20.3,85.82,45,7,1,1,134.4,247.1,276.8,30.5,27.9,76.3,993.3,20.8,1
Mumbai,19.08,72.88,14,3,0,1,4.0,6.1,7.5,0.1,27.6,36.8,1013.5,4.6,0
Chennai,13.08,80.27,6,8,1,1,125.5,128.2,210.1,15.0,30.9,78.1,1007.8,7.2,1
Raipur,21.25,81.63,298,5,0,0,5.8,5.9,6.2,0.2,21.1,57.0,1013.3,1.2,0
Bhubaneswar,20.3,85.82,45,6,1,1,53.9,59.3,69.5,6.7,22.1,80.5,997.3,5.1,0
Bengaluru,12.97,77.59,920,6,1,0,63.7,81.1,135.0,0.3,24.6,65.5,1009.4,7.4,0
Varanasi,25.32,83.01,81,1,0,0,1.0,1.5,1.7,0.0,29.6,68.5,1011.4,7.6,0
Shillong,25.57,91.88,1496,9,1,0,30.9,83.5,94.5,1.4,29.3,70.6,1007.0,1.4,0
Bengaluru,12.97,77.59,920,10,0,0,30.4,50.0,95.1,7.8,21.5,40.3,1013.1,10.1,0
Bhubaneswar,20.3,85.82,45,10,0,1,46.3,78.2,80.2,2.3,24.4,53.2,998.5,18.4,0
Visakhapatnam,17.69,83.22,45,8,1,1,36.3,45.9,49.7,0.9,27.4,87.3,999.4,0.4,0
Guwahati,26.14,91.74,55,6,1,0,48.8,110.9,124.9,0.5,33.0,75.4,1006.1,1.9,1
Raipur,21.25,81.63,298,1,0,0,8.1,11.8,17.4,4.1,30.8,69.1,1003.8,0.8,0
Shillong,25.57,91.88,1496,12,0,0,0.7,1.1,1.3,0.0,18.0,67.0,1010.3,7.7,0
Dibrugarh,27.47,94.91,108,7,1,0,65.5,106.3,217.7,2.0,36.3,87.6,996.0,3.3,1
Pune,18.52,73.86,560,3,0,0,19.3,44.8,46.6,9.7,22.0,85.6,1006.4,4.5,0
Ahmedabad,23.02,72.57,53,8,1,1,11.7,14.1,17.1,6.6,28.1,73.0,994.2,6.6,0
Patna,25.61,85.14,53,5,0,0,0.2,0.4,0.4,0.0,24.6,61.9,1013.5,4.9,0
Varanasi,25.32,83.01,81,2,0,0,5.3,10.3,13.5,0.1,25.1,40.2,1014.9,17.1,0
Ahmedabad,23.02,72.57,53,1,0,1,3.8,4.2,5.8,0.2,31.1,81.9,1013.0,7.6,0
Dibrugarh,27.47,94.91,108,1,0,0,1.7,3.7,3.9,0.1,17.2,68.4,1007.5,13.3,0
Delhi,28.61,77.23,216,9,1,0,31.8,37.3,42.3,0.3,23.0,79.2,1014.4,13.4,0
Jaipur,26.91,75.79,431,8,1,0,129.7,342.9,448.2,32.4,32.6,72.3,1005.0,0.1,1
Chennai,13.08,80.27,6,10,0,1,0.9,1.2,1.2,0.2,26.8,65.3,1004.8,9.3,0
Imphal,24.82,93.95,786,11,0,0,1.2,1.5,1.9,0.2,31.0,51.1,1014.9,8.1,0
Dehradun,30.32,78.03,640,2,0,0,62.7,197.3,201.2,0.8,22.7,56.0,1014.8,12.1,0
Silchar,24.83,92.78,35,5,0,0,1.6,3.3,3.7,0.2,28.9,89.6,1011.1,34.1,0
Dehradun,30.32,78.03,640,5,0,0,20.5,58.6,64.0,1.0,19.0,36.2,1015.0,14.3,0
Guwahati,26.14,91.74,55,7,1,0,10.8,16.4,24.0,0.1,24.0,73.5,1005.9,12.5,0
Kochi,9.93,76.27,0,6,1,1,51.3,65.0,66.8,8.4,36.0,84.3,1014.3,6.8,0
Ranchi,23.34,85.31,651,1,0,0,1.3,2.3,2.9,0.1,27.9,92.5,1018.3,3.4,0
Jaipur,26.91,75.79,431,11,0,0,4.0,8.3,11.4,0.1,23.3,53.5,1011.8,1.9,0
Varanasi,25.32,83.01,81,2,0,0,0.6,1.2,1.3,0.0,32.4,70.3,1009.8,14.7,0
Lucknow,26.85,80.95,123,7,1,0,19.2,51.1,53.1,1.5,28.1,91.9,1011.1,4.1,0
Imphal,24.82,93.95,786,5,0,0,1.6,2.1,2.5,0.9,30.6,81.9,1013.4,0.4,0
Thiruvananthapuram,8.52,76.94,10,3,0,1,21.4,44.0,77.7,1.0,21.3,66.1,1011.9,37.1,0
Bengaluru,12.97,77.59,920,10,0,0,7.3,8.2,10.4,1.7,25.9,35.3,1005.4,7.9,0
Kochi,9.93,76.27,0,10,0,1,1.0,1.6,2.4,0.1,22.9,84.2,1017.7,13.0,0
Thiruvananthapuram,8.52,76.94,10,10,0,1,7.1,16.2,18.7,1.3,29.0,75.9,1020.1,27.9,0
Pune,18.52,73.86,560,4,0,0,20.3,22.0,30.7,2.0,12.3,68.2,1011.5,5.6,0
Jaipur,26.91,75.79,431,11,0,0,0.3,0.3,0.5,0.1,26.3,26.4,1017.2,2.0,0
Patna,25.61,85.14,53,8,1,0,72.7,84.3,103.9,4.5,30.9,98.3,1006.3,5.5,1
Bhubaneswar,20.3,85.82,45,6,1,1,34.3,41.0,49.9,2.7,35.7,98.2,1017.6,7.2,0
Srinagar,34.08,74.8,1585,1,0,0,21.1,51.5,60.3,0.2,24.0,46.7,1008.2,15.7,0
Shillong,25.57,91.88,1496,8,1,0,12.2,15.5,27.5,1.3,22.2,73.4,996.7,0.2,0
Bengaluru,12.97,77.59,920,4,0,0,6.7,11.8,16.3,0.4,17.5,46.3,1016.5,9.1,0
Hyderabad,17.39,78.49,542,1,0,0,2.5,2.9,4.8,0.3,23.2,51.5,1014.3,20.6,0
Delhi,28.61,77.23,216,4,0,0,4.6,6.2,7.6,1.5,23.6,69.7,1014.9,2.0,0
Chennai,13.08,80.27,6,6,1,1,28.4,50.2,52.1,7.6,27.5,85.1,1010.0,1.6,0
Thiruvananthapuram,8.52,76.94,10,7,1,1,122.5,260.0,307.1,21.3,33.4,76.4,992.1,3.1,1
Delhi,28.61,77.23,216,6,1,0,40.2,47.2,49.6,2.5,33.9,76.4,1005.9,0.9,0
Delhi,28.61,77.23,216,8,1,0,2.3,4.2,4.8,0.0,21.7,86.8,998.1,3.0,0
Bhubaneswar,20.3,85.82,45,10,0,1,5.6,11.7,13.8,0.1,33.5,47.3,1013.3,1.5,0
Srinagar,34.08,74.8,1585,12,0,0,3.7,5.5,7.2,1.5,17.7,52.3,1006.4,10.6,0
Raipur,21.25,81.63,298,3,0,0,0.8,1.0,1.3,0.1,22.1,82.9,1014.8,0.2,0
Thiruvananthapuram,8.52,76.94,10,9,1,1,8.3,10.6,17.5,0.2,25.5,89.9,1006.7,11.6,0
Patna,25.61,85.14,53,5,0,0,5.6,6.2,10.1,0.6,30.6,47.0,1007.5,3.4,0
Dehradun,30.32,78.03,640,2,0,0,1.9,2.6,3.5,0.5,19.8,60.7,1013.4,6.3,0
Thiruvananthapuram,8.52,76.94,10,1,0,1,0.3,0.4,0.4,0.0,27.8,59.5,1014.7,20.8,0
Lucknow,26.85,80.95,123,11,0,0,10.3,10.7,15.6,0.1,26.6,86.5,1003.2,2.2,0
Kochi,9.93,76.27,0,11,0,1,6.4,9.8,10.7,0.0,27.4,36.2,1016.6,1.9,0
Varanasi,25.32,83.01,81,1,0,0,3.2,6.2,7.4,0.0,18.8,47.1,1010.8,6.5,0
Kolkata,22.57,88.36,11,2,0,1,31.5,36.7,64.7,14.0,26.0,82.3,999.6,37.7,0
Bhubaneswar,20.3,85.82,45,5,0,1,6.3,12.4,15.2,0.1,18.3,49.9,1025.0,10.0,0
Bhubaneswar,20.3,85.82,45,11,0,1,1.2,3.1,4.8,0.2,32.4,74.2,1015.1,9.1,0
Varanasi,25.32,83.01,81,11,0,0,11.6,12.1,26.8,0.8,32.1,55.6,1017.4,6.3,0
Dehradun,30.32,78.03,640,4,0,0,6.6,19.6,19.8,0.3,22.6,64.6,1014.9,1.2,0
Srinagar,34.08,74.8,1585,11,0,0,7.7,10.8,12.5,0.5,15.7,84.3,1009.7,3.2,0
Raipur,21.25,81.63,298,5,0,0,2.0,4.8,6.1,0.2,17.4,56.1,1015.5,6.8,0
Jaipur,26.91,75.79,431,10,0,0,4.4,9.2,10.0,0.4,23.7,48.5,1017.0,8.3,0
Patna,25.61,85.14,53,5,0,0,27.8,37.5,45.6,3.5,23.6,31.3,1008.2,13.6,0
Dehradun,30.32,78.03,640,11,0,0,10.1,10.5,11.3,0.4,26.6,66.9,1021.6,0.1,0
Kochi,9.93,76.27,0,12,0,1,3.0,3.4,6.0,0.0,30.8,64.3,1003.3,11.5,0
Ahmedabad,23.02,72.57,53,1,0,1,5.0,24.0,24.0,0.0,22.3,55.5,1016.8,0.8,0
Varanasi,25.32,83.01,81,7,1,0,30.1,35.0,43.4,9.8,26.8,88.1,1014.3,32.3,0
Kochi,9.93,76.27,0,6,1,1,3.9,5.6,5.8,1.2,33.4,75.5,1007.7,34.8,0
Silchar,24.83,92.78,35,9,1,0,38.2,40.9,48.3,13.5,33.6,75.6,1003.3,3.7,0
Jaipur,26.91,75.79,431,7,1,0,40.2,45.4,49.7,10.5,30.0,86.7,1007.4,41.9,0
Jaipur,26.91,75.79,431,5,0,0,15.9,19.6,28.8,6.4,18.2,52.9,1012.6,6.6,0
Delhi,28.61,77.23,216,2,0,0,27.5,27.6,28.0,0.8,21.0,68.1,1022.7,2.9,0
Mumbai,19.08,72.88,14,6,1,1,22.4,41.2,45.3,3.6,40.4,72.7,996.2,9.4,0
Jaipur,26.91,75.79,431,8,1,0,9.8,16.1,16.7,3.1,18.5,79.9,1005.0,1.2,0
Imphal,24.82,93.95,786,12,0,0,11.2,17.0,19.4,0.3,23.5,39.1,1009.8,29.4,0
Raipur,21.25,81.63,298,2,0,0,13.3,18.9,20.6,1.3,22.1,56.8,1009.2,31.0,0
Chennai,13.08,80.27,6,10,0,1,11.4,12.9,21.7,3.1,29.4,48.7,1006.5,5.3,0
Dehradun,30.32,78.03,640,12,0,0,11.2,14.2,15.0,0.2,19.5,41.1,1011.0,1.8,0
Chennai,13.08,80.27,6,4,0,1,2.2,3.5,3.9,0.7,25.7,71.1,1017.8,1.1,0
Dibrugarh,27.47,94.91,108,1,0,0,8.6,12.6,23.6,0.2,22.7,29.1,1014.3,0.5,0
Jaipur,26.91,75.79,431,1,0,0,3.8,4.9,8.8,0.9,28.6,62.7,1012.2,0.2,0
Patna,25.61,85.14,53,1,0,0,52.7,56.5,83.8,19.0,32.3,48.4,1011.9,11.5,0
Thiruvananthapuram,8.52,76.94,10,3,0,1,0.4,1.0,1.0,0.0,30.3,57.4,1012.3,1.3,0
Raipur,21.25,81.63,298,10,0,0,21.4,32.0,41.2,4.8,27.9,61.9,1009.8,2.7,0
Ranchi,23.34,85.31,651,5,0,0,8.7,9.8,11.3,0.9,19.1,68.1,1013.3,4.4,0
Kochi,9.93,76.27,0,11,0,1,3.6,7.3,7.4,0.2,21.1,41.0,1004.7,10.5,0
Shillong,25.57,91.88,1496,6,1,0,19.8,29.1,31.1,2.6,25.1,69.4,1003.0,8.0,0
Delhi,28.61,77.23,216,6,1,0,32.6,87.8,106.5,4.9,26.6,77.1,998.3,16.4,0
Jaipur,26.91,75.79,431,12,0,0,4.2,4.9,5.5,1.0,17.6,67.9,1004.7,10.4,0
Delhi,28.61,77.23,216,2,0,0,24.2,77.8,109.5,0.8,29.2,71.6,1007.7,9.0,0
Ranchi,23.34,85.31,651,1,0,0,2.8,10.7,11.3,0.7,15.2,30.1,1013.4,1.6,0
Guwahati,26.14,91.74,55,6,1,0,206.3,229.7,305.6,32.1,31.8,78.0,995.4,9.4,1
Bengaluru,12.97,77.59,920,6,1,0,67.2,78.0,99.9,26.4,24.2,83.4,998.1,2.8,1
Ranchi,23.34,85.31,651,2,0,0,6.7,6.7,7.7,0.2,18.2,61.9,1008.0,5.8,0
Dibrugarh,27.47,94.91,108,6,1,0,48.4,77.6,92.7,15.9,29.6,85.1,1011.9,2.9,0
Raipur,21.25,81.63,298,5,0,0,9.1,10.3,12.7,2.5,32.7,45.6,1013.0,3.3,0
Silchar,24.83,92.78,35,10,0,0,5.8,8.2,9.0,0.3,25.3,53.8,1013.7,15.9,0
Bengaluru,12.97,77.59,920,10,0,0,24.4,31.5,32.1,5.1,11.5,44.0,1008.9,1.8,0
Guwahati,26.14,91.74,55,2,0,0,11.0,23.7,24.2,0.2,19.2,70.9,1012.6,12.5,0
Lucknow,26.85,80.95,123,2,0,0,2.7,3.5,3.9,0.3,25.8,37.0,1006.7,13.4,0
Bengaluru,12.97,77.59,920,7,1,0,87.2,131.0,211.1,38.2,31.8,75.8,1020.0,0.7,1
Dehradun,30.32,78.03,640,10,0,0,0.8,1.8,2.5,0.1,28.1,26.1,1012.5,3.6,0
Bhubaneswar,20.3,85.82,45,6,1,1,48.0,71.1,99.4,2.8,26.7,82.9,1004.8,3.9,0
Guwahati,26.14,91.74,55,4,0,0,6.4,10.4,15.9,0.2,20.7,47.4,1006.7,25.7,0
Jaipur,26.91,75.79,431,3,0,0,3.2,3.8,5.4,0.2,20.2,74.9,1008.4,1.8,0
Pune,18.52,73.86,560,9,1,0,38.8,46.3,54.8,1.1,26.3,82.1,1002.9,2.8,0
Jaipur,26.91,75.79,431,3,0,0,11.1,11.2,17.5,1.4,21.9,52.2,1006.8,12.9,0
Ahmedabad,23.02,72.57,53,7,1,1,46.0,46.5,48.7,26.8,27.3,91.6,1000.7,16.8,0
Thiruvananthapuram,8.52,76.94,10,8,1,1,48.7,56.5,67.9,1.0,22.6,91.7,1003.8,4.9,0
Dibrugarh,27.47,94.91,108,1,0,0,0.3,0.4,0.6,0.0,25.1,64.1,1010.0,38.1,0
Pune,18.52,73.86,560,3,0,0,2.4,2.7,3.0,0.2,17.9,76.8,1012.0,21.0,0
Dehradun,30.32,78.03,640,8,1,0,25.9,42.5,44.4,0.2,33.8,74.2,1008.9,3.2,0
Ahmedabad,23.02,72.57,53,6,1,1,34.7,89.4,93.5,1.4,22.3,69.1,1020.0,1.7,0
Delhi,28.61,77.23,216,9,1,0,59.2,227.1,240.1,1.0,30.4,80.7,999.8,4.0,1
Raipur,21.25,81.63,298,6,1,0,14.9,26.2,27.0,5.3,27.1,88.2,1005.6,0.9,0
Dehradun,30.32,78.03,640,1,0,0,2.3,2.6,3.9,0.0,18.1,53.7,1019.4,3.5,0
Ranchi,23.34,85.31,651,5,0,0,7.2,8.3,10.1,2.8,21.4,38.5,1003.4,0.2,0
Imphal,24.82,93.95,786,11,0,0,9.8,10.4,31.3,0.6,25.3,75.5,1021.7,4.4,0
Shillong,25.57,91.88,1496,2,0,0,33.3,80.5,82.8,0.1,22.2,42.6,1004.4,3.6,0
Delhi,28.61,77.23,216,3,0,0,9.1,22.2,23.0,1.5,24.9,45.5,1013.9,2.3,0
Kolkata,22.57,88.36,11,9,1,1,132.9,501.4,958.8,12.7,23.1,90.3,996.2,1.5,1
Srinagar,34.08,74.8,1585,11,0,0,17.9,34.6,42.6,2.1,24.5,75.0,1014.2,0.2,0
Visakhapatnam,17.69,83.22,45,8,1,1,45.3,53.7,58.2,6.3,29.2,95.6,1008.1,8.1,0
Shillong,25.57,91.88,1496,2,0,0,1.9,2.7,3.6,0.8,20.9,39.6,1006.9,6.3,0
Dibrugarh,27.47,94.91,108,12,0,0,5.0,7.8,10.1,0.4,23.7,48.9,1017.0,2.7,0
Patna,25.61,85.14,53,8,1,0,89.4,141.6,143.7,24.2,39.3,74.3,1005.4,0.4,1
Bhubaneswar,20.3,85.82,45,2,0,1,3.5,3.5,4.4,0.3,24.0,48.3,1005.4,5.4,0
Thiruvananthapuram,8.52,76.94,10,10,0,1,6.0,7.5,8.7,1.1,34.4,80.8,1012.9,17.0,0
Chennai,13.08,80.27,6,7,1,1,230.5,230.7,437.8,10.7,24.7,87.9,1002.9,4.6,1
Shillong,25.57,91.88,1496,2,0,0,21.4,23.8,29.9,1.4,21.1,55.7,1018.1,8.0,0
Silchar,24.83,92.78,35,8,1,0,159.0,181.0,190.3,11.0,28.6,69.3,1006.0,1.3,1
Lucknow,26.85,80.95,123,2,0,0,14.2,37.9,43.7,0.8,30.0,88.7,1015.6,1.1,0
Lucknow,26.85,80.95,123,2,0,0,7.9,9.7,10.2,3.1,31.1,76.8,1016.8,11.9,0
Raipur,21.25,81.63,298,9,1,0,7.5,16.4,18.4,0.0,24.4,70.5,996.4,6.1,0
Dehradun,30.32,78.03,640,10,0,0,2.8,3.5,3.6,0.4,18.3,48.0,1008.6,2.8,0
