region,latitude,longitude,seismic_zone,event_count_30d,avg_magnitude,max_magnitude,magnitude_std,b_value,avg_depth_km,log_energy_release,inter_event_cv,recent_rate_7d,rate_change_ratio,significant_event_next30d
Nagaland,25.81,94.86,5,2,2.39,2.59,0.192,1.0,65.6,3.983,0.0,0,0.0,0
Mizoram,23.02,93.09,5,2,2.48,2.54,0.06,1.0,35.5,4.027,0.0,1,3.181,1
Maharashtra-Koyna,16.64,74.42,4,1,2.01,2.01,0.0,1.0,20.1,3.021,0.0,0,0.0,0
Assam,25.61,92.5,5,4,2.35,2.54,0.182,1.0,19.3,4.207,0.95,0,0.0,0
Odisha,20.63,86.02,2,0,0.0,0.0,0.0,1.0,6.3,0.0,0.0,0,0.0,0
Assam,26.47,91.13,5,2,2.19,2.34,0.15,1.0,22.0,3.638,0.0,0,0.0,0
Maharashtra-Koyna,18.23,74.56,4,2,2.61,2.78,0.17,1.0,23.7,4.284,0.0,1,3.181,0
Gujarat-Saurashtra,22.67,71.68,3,2,2.84,3.28,0.433,1.0,49.9,4.935,0.0,0,0.0,1
Odisha,19.79,85.53,2,0,0.0,0.0,0.0,1.0,24.8,0.0,0.0,0,0.0,0
West Bengal,21.77,88.08,3,0,0.0,0.0,0.0,1.0,5.4,0.0,0.0,0,0.0,0
Mizoram,22.77,91.87,5,0,0.0,0.0,0.0,1.0,34.7,0.0,0.0,0,0.0,0
Karnataka,16.04,75.24,2,0,0.0,0.0,0.0,1.0,27.0,0.0,0.0,0,0.0,0
Kerala,9.5,76.68,3,2,2.62,3.12,0.497,1.0,6.2,4.691,0.0,1,3.181,1
Assam,26.43,91.3,5,2,2.56,2.65,0.084,1.0,39.9,4.164,0.0,1,3.181,0
Uttarakhand,30.12,79.91,5,5,2.52,3.35,0.445,0.768,80.3,5.08,0.696,1,0.815,0
Sikkim,27.66,89.49,4,4,2.1,2.18,0.079,1.0,207.1,3.765,1.159,1,1.083,0
Kashmir,34.98,75.41,5,2,2.26,2.35,0.092,1.0,107.0,3.709,0.0,0,0.0,0
Kashmir,34.18,75.04,5,7,2.54,3.51,0.496,0.734,41.2,5.377,0.846,0,0.0,1
Gujarat-Saurashtra,22.01,72.73,3,0,0.0,0.0,0.0,1.0,18.3,0.0,0.0,0,0.0,0
Odisha,19.48,85.57,2,0,0.0,0.0,0.0,1.0,7.4,0.0,0.0,0,0.0,0
Meghalaya,25.79,91.96,5,1,2.18,2.18,0.0,1.0,12.6,3.268,0.0,0,0.0,0
Sikkim,26.69,87.96,4,2,2.35,2.6,0.25,1.0,19.5,3.974,0.0,0,0.0,0
Tamil Nadu,10.83,79.67,2,0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0,0.0,0
Bihar,25.89,85.58,4,1,3.31,3.31,0.0,1.0,21.8,4.966,0.0,0,0.0,0
Rajasthan,26.82,75.78,2,0,0.0,0.0,0.0,1.0,74.5,0.0,0.0,0,0.0,0
Gujarat-Kutch,23.53,70.65,5,0,0.0,0.0,0.0,1.0,22.8,0.0,0.0,0,0.0,0
Nagaland,26.88,93.8,5,4,2.23,2.32,0.064,1.0,24.7,3.956,0.685,0,0.0,1
Rajasthan,26.93,75.33,2,1,2.01,2.01,0.0,1.0,21.4,3.013,0.0,0,0.0,0
Himachal Pradesh,30.92,77.76,5,3,2.31,2.71,0.284,1.0,48.0,4.165,0.579,1,1.616,0
Bihar,24.85,84.55,4,0,0.0,0.0,0.0,1.0,40.0,0.0,0.0,0,0.0,0
Nagaland,26.82,94.61,5,1,3.48,3.48,0.0,1.0,32.4,5.218,0.0,0,0.0,0
Tripura,23.92,90.71,5,1,2.08,2.08,0.0,1.0,60.9,3.115,0.0,1,3.181,0
Himachal Pradesh,31.55,77.41,5,0,0.0,0.0,0.0,1.0,44.5,0.0,0.0,0,0.0,0
Delhi-NCR,27.85,76.56,4,1,2.02,2.02,0.0,1.0,33.8,3.037,0.0,0,0.0,0
Ladakh,35.03,77.37,5,1,2.13,2.13,0.0,1.0,30.9,3.191,0.0,0,0.0,0
Gujarat-Kutch,23.08,69.72,5,2,2.82,3.06,0.236,1.0,68.0,4.669,0.0,0,0.0,0
Tripura,24.55,90.97,5,3,2.16,2.3,0.101,1.0,16.6,3.738,0.731,0,0.0,1
Delhi-NCR,28.44,77.17,4,3,2.33,2.44,0.141,1.0,33.8,4.015,0.391,2,6.362,1
Ladakh,35.15,77.87,5,1,2.09,2.09,0.0,1.0,23.7,3.132,0.0,0,0.0,0
Andaman Islands,12.86,92.19,5,5,2.25,2.89,0.326,1.437,42.2,4.436,0.733,0,0.0,0
Maharashtra-Koyna,16.85,73.2,4,1,2.45,2.45,0.0,1.0,40.2,3.675,0.0,1,3.181,0
Nagaland,25.97,94.98,5,0,0.0,0.0,0.0,1.0,57.8,0.0,0.0,0,0.0,0
Tripura,23.27,90.92,5,0,0.0,0.0,0.0,1.0,24.4,0.0,0.0,0,0.0,0
Uttarakhand,30.89,79.43,5,4,2.45,3.37,0.541,1.0,18.4,5.079,0.92,0,0.0,0
Maharashtra-Koyna,18.17,72.99,4,0,0.0,0.0,0.0,1.0,152.9,0.0,0.0,0,0.0,0
Uttarakhand,29.66,80.07,5,2,2.3,2.36,0.062,1.0,32.5,3.764,0.0,1,3.181,0
Gujarat-Kutch,23.16,70.22,5,2,2.2,2.35,0.152,1.0,29.5,3.661,0.0,0,0.0,0
Tripura,24.44,92.36,5,5,2.23,2.37,0.101,1.535,46.6,4.074,0.506,1,0.815,1
Madhya Pradesh,22.53,77.81,2,1,2.25,2.25,0.0,1.0,7.6,3.38,0.0,0,0.0,0
Mizoram,22.96,93.55,5,2,2.35,2.6,0.255,1.0,28.4,3.973,0.0,1,3.181,0
Maharashtra-Koyna,16.88,73.02,4,0,0.0,0.0,0.0,1.0,75.8,0.0,0.0,1,3.181,0
Delhi-NCR,28.46,77.84,4,0,0.0,0.0,0.0,1.0,34.7,0.0,0.0,0,0.0,0
Gujarat-Saurashtra,22.11,72.77,3,1,2.04,2.04,0.0,1.0,18.9,3.068,0.0,0,0.0,0
Arunachal Pradesh,29.18,95.55,5,1,2.12,2.12,0.0,1.0,33.4,3.187,0.0,0,0.0,0
Gujarat-Kutch,22.55,68.79,5,4,2.48,2.69,0.164,1.0,25.6,4.384,0.92,0,0.0,1
Ladakh,34.18,78.37,5,5,2.37,2.71,0.26,1.024,16.1,4.422,0.806,0,0.0,0
Odisha,20.58,86.16,2,0,0.0,0.0,0.0,1.0,8.8,0.0,0.0,0,0.0,0
Madhya Pradesh,23.64,77.52,2,3,2.11,2.12,0.013,1.0,29.6,3.639,0.465,0,0.0,1
Himachal Pradesh,31.06,77.46,5,4,2.49,3.22,0.425,1.0,36.8,4.88,0.134,0,0.0,0
Gujarat-Saurashtra,21.47,71.13,3,0,0.0,0.0,0.0,1.0,52.3,0.0,0.0,0,0.0,0
Kashmir,33.54,74.43,5,2,2.26,2.42,0.158,1.0,10.9,3.759,0.0,1,3.181,0
Odisha,20.16,85.01,2,0,0.0,0.0,0.0,1.0,30.8,0.0,0.0,0,0.0,0
Uttarakhand,30.93,79.69,5,3,2.8,3.17,0.29,1.0,17.9,4.885,0.53,0,0.0,0
Kerala,9.66,75.94,3,1,2.18,2.18,0.0,1.0,11.7,3.269,0.0,0,0.0,0
Gujarat-Kutch,22.71,68.72,5,3,2.55,3.08,0.382,1.0,33.6,4.677,0.843,0,0.0,0
Gujarat-Saurashtra,22.48,70.85,3,0,0.0,0.0,0.0,1.0,12.9,0.0,0.0,1,3.181,0
Maharashtra-Koyna,16.7,74.25,4,0,0.0,0.0,0.0,1.0,69.4,0.0,0.0,0,0.0,0
Bihar,24.71,84.27,4,5,2.38,3.01,0.37,1.022,79.4,4.644,1.015,0,0.0,1
Sikkim,28.11,87.98,4,0,0.0,0.0,0.0,1.0,43.9,0.0,0.0,0,0.0,0
Gujarat-Kutch,23.31,69.43,5,2,2.33,2.51,0.182,1.0,20.9,3.877,0.0,0,0.0,0
Maharashtra-Koyna,17.23,73.98,4,2,2.21,2.21,0.003,1.0,18.8,3.612,0.0,0,0.0,0
Tamil Nadu,10.58,79.41,2,0,0.0,0.0,0.0,1.0,14.7,0.0,0.0,0,0.0,0
Assam,25.4,90.97,5,3,2.12,2.13,0.019,1.0,33.3,3.651,0.323,1,1.616,0
Kashmir,34.43,75.29,5,2,2.13,2.15,0.02,1.0,143.5,3.492,0.0,2,6.362,1
Arunachal Pradesh,28.18,95.0,5,0,0.0,0.0,0.0,1.0,25.3,0.0,0.0,2,6.362,1
Tamil Nadu,10.3,78.7,2,0,0.0,0.0,0.0,1.0,7.7,0.0,0.0,0,0.0,0
Madhya Pradesh,23.37,77.73,2,1,2.28,2.28,0.0,1.0,6.7,3.42,0.0,0,0.0,0
Arunachal Pradesh,29.17,95.69,5,3,2.85,3.7,0.601,1.0,50.4,5.558,0.522,1,1.616,0
Gujarat-Kutch,23.1,69.03,5,1,2.27,2.27,0.0,1.0,14.2,3.407,0.0,0,0.0,0
Manipur,25.03,94.83,5,0,0.0,0.0,0.0,1.0,22.5,0.0,0.0,2,6.362,0
Madhya Pradesh,23.25,77.79,2,0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0,0.0,0
West Bengal,22.95,89.01,3,0,0.0,0.0,0.0,1.0,23.4,0.0,0.0,0,0.0,0
Tripura,23.61,91.13,5,1,3.18,3.18,0.0,1.0,76.2,4.765,0.0,0,0.0,0
West Bengal,23.39,87.75,3,1,2.55,2.55,0.0,1.0,10.5,3.818,0.0,0,0.0,0
Manipur,25.09,94.33,5,3,2.65,3.48,0.594,1.0,28.3,5.23,0.194,0,0.0,1
Tamil Nadu,11.96,78.4,2,0,0.0,0.0,0.0,1.0,7.3,0.0,0.0,1,3.181,0
Rajasthan,27.8,76.7,2,0,0.0,0.0,0.0,1.0,11.4,0.0,0.0,0,0.0,0
Ladakh,34.66,76.68,5,3,2.46,2.97,0.381,1.0,20.2,4.522,0.649,0,0.0,0
Nagaland,26.04,95.39,5,5,2.45,3.47,0.536,0.876,72.7,5.236,1.217,0,0.0,1
Madhya Pradesh,23.69,78.3,2,1,2.87,2.87,0.0,1.0,6.9,4.31,0.0,0,0.0,0
Meghalaya,26.11,91.39,5,1,3.69,3.69,0.0,1.0,95.8,5.53,0.0,0,0.0,0
Delhi-NCR,28.51,76.56,4,1,2.05,2.05,0.0,1.0,75.6,3.071,0.0,0,0.0,0
Bihar,25.68,85.84,4,2,2.27,2.52,0.255,1.0,44.2,3.852,0.0,0,0.0,0
Himachal Pradesh,32.05,76.21,5,5,2.71,4.17,0.753,0.569,25.9,6.253,0.633,1,0.815,1
Odisha,20.09,86.67,2,0,0.0,0.0,0.0,1.0,36.2,0.0,0.0,0,0.0,0
Gujarat-Kutch,22.88,70.58,5,1,2.1,2.1,0.0,1.0,23.9,3.154,0.0,0,0.0,0
Ladakh,34.32,78.35,5,1,2.47,2.47,0.0,1.0,31.2,3.702,0.0,1,3.181,0
Ladakh,34.84,77.6,5,3,2.66,3.19,0.397,1.0,64.5,4.842,0.146,0,0.0,0
Mizoram,24.39,92.95,5,0,0.0,0.0,0.0,1.0,19.3,0.0,0.0,0,0.0,0
Madhya Pradesh,23.57,76.54,2,0,0.0,0.0,0.0,1.0,20.9,0.0,0.0,0,0.0,0
Assam,26.3,91.93,5,4,2.51,3.79,0.736,1.0,32.8,5.681,0.617,1,1.083,0
Ladakh,34.01,77.65,5,2,2.06,2.11,0.054,1.0,46.4,3.393,0.0,0,0.0,0
Gujarat-Saurashtra,21.6,70.97,3,1,2.67,2.67,0.0,1.0,55.3,4.008,0.0,0,0.0,0
Assam,26.04,90.79,5,3,2.32,2.37,0.061,1.0,24.8,3.96,0.662,1,1.616,0
Arunachal Pradesh,27.38,93.85,5,0,0.0,0.0,0.0,1.0,38.0,0.0,0.0,0,0.0,0
Bihar,24.66,84.28,4,2,2.75,3.35,0.602,1.0,26.7,5.033,0.0,0,0.0,0
Bihar,24.64,84.49,4,0,0.0,0.0,0.0,1.0,54.3,0.0,0.0,2,6.362,0
Mizoram,24.27,91.91,5,1,2.98,2.98,0.0,1.0,80.0,4.466,0.0,1,3.181,0
Maharashtra-Koyna,17.26,74.62,4,4,2.48,2.73,0.229,1.0,20.2,4.438,0.755,0,0.0,1
Delhi-NCR,27.71,76.48,4,2,2.65,2.91,0.263,1.0,16.6,4.432,0.0,1,3.181,1
Odisha,21.22,86.75,2,0,0.0,0.0,0.0,1.0,23.5,0.0,0.0,0,0.0,0
Odisha,20.0,85.06,2,0,0.0,0.0,0.0,1.0,17.3,0.0,0.0,0,0.0,0
Odisha,20.78,85.78,2,0,0.0,0.0,0.0,1.0,15.8,0.0,0.0,0,0.0,0
Arunachal Pradesh,28.45,95.58,5,2,2.35,2.4,0.049,1.0,54.5,3.832,0.0,0,0.0,0
West Bengal,22.62,89.24,3,1,2.07,2.07,0.0,1.0,7.1,3.108,0.0,1,3.181,0
Karnataka,15.36,75.5,2,0,0.0,0.0,0.0,1.0,18.8,0.0,0.0,0,0.0,0
Gujarat-Saurashtra,21.95,71.89,3,3,2.32,2.71,0.281,1.0,10.5,4.165,0.578,0,0.0,1
Assam,26.71,91.74,5,5,2.41,2.7,0.182,0.939,24.5,4.406,1.028,0,0.0,0
Meghalaya,25.94,91.04,5,2,2.82,2.99,0.171,1.0,33.5,4.606,0.0,1,3.181,0
Uttarakhand,29.81,80.29,5,2,2.71,3.28,0.561,1.0,31.1,4.922,0.0,1,3.181,0
Bihar,26.05,84.8,4,3,2.35,2.62,0.23,1.0,28.6,4.127,0.019,0,0.0,1
Himachal Pradesh,31.54,77.07,5,3,2.25,2.37,0.085,1.0,118.7,3.868,0.28,1,1.616,0
Bihar,26.12,85.38,4,0,0.0,0.0,0.0,1.0,45.5,0.0,0.0,0,0.0,0
Meghalaya,25.45,90.9,5,2,2.57,3.14,0.566,1.0,12.9,4.713,0.0,1,3.181,1
Tripura,24.21,91.52,5,0,0.0,0.0,0.0,1.0,49.3,0.0,0.0,0,0.0,0
Odisha,19.43,86.11,2,0,0.0,0.0,0.0,1.0,33.2,0.0,0.0,0,0.0,0
West Bengal,22.91,88.18,3,0,0.0,0.0,0.0,1.0,14.4,0.0,0.0,0,0.0,0
Sikkim,27.65,87.76,4,0,0.0,0.0,0.0,1.0,25.5,0.0,0.0,0,0.0,0
Uttarakhand,30.54,78.83,5,1,2.46,2.46,0.0,1.0,35.0,3.692,0.0,0,0.0,0
Karnataka,15.71,75.0,2,2,2.18,2.21,0.025,1.0,16.2,3.578,0.0,0,0.0,1
Gujarat-Saurashtra,21.35,71.6,3,0,0.0,0.0,0.0,1.0,12.3,0.0,0.0,0,0.0,0
Rajasthan,27.57,75.98,2,1,2.26,2.26,0.0,1.0,19.0,3.397,0.0,0,0.0,0
Sikkim,26.85,87.66,4,1,2.39,2.39,0.0,1.0,43.7,3.588,0.0,1,3.181,0
Maharashtra-Koyna,17.7,74.55,4,2,2.44,2.48,0.044,1.0,26.0,3.965,0.0,0,0.0,0
Tamil Nadu,11.55,78.67,2,0,0.0,0.0,0.0,1.0,13.8,0.0,0.0,0,0.0,0
Assam,26.11,91.73,5,6,2.39,3.13,0.347,0.989,46.6,4.791,0.485,0,0.0,0
Nagaland,25.56,93.96,5,0,0.0,0.0,0.0,1.0,63.6,0.0,0.0,0,0.0,0
West Bengal,23.16,87.46,3,1,2.18,2.18,0.0,1.0,42.8,3.275,0.0,0,0.0,0
Kerala,11.22,75.34,3,2,2.17,2.22,0.057,1.0,36.8,3.559,0.0,0,0.0,1
Kerala,11.02,76.47,3,0,0.0,0.0,0.0,1.0,9.5,0.0,0.0,0,0.0,0
Manipur,25.41,94.11,5,1,2.19,2.19,0.0,1.0,31.9,3.28,0.0,3,9.544,0
Andaman Islands,11.32,92.79,5,2,2.86,3.3,0.445,1.0,37.9,4.974,0.0,0,0.0,0
Gujarat-Saurashtra,22.34,71.99,3,0,0.0,0.0,0.0,1.0,12.7,0.0,0.0,0,0.0,0
Kashmir,34.75,75.07,5,8,2.31,2.48,0.131,1.219,17.6,4.404,0.798,1,0.467,1
Delhi-NCR,27.68,76.97,4,0,0.0,0.0,0.0,1.0,34.1,0.0,0.0,1,3.181,0
Himachal Pradesh,30.68,77.27,5,6,2.45,3.36,0.433,0.865,121.7,5.099,0.536,0,0.0,1
Mizoram,23.06,92.43,5,0,0.0,0.0,0.0,1.0,20.6,0.0,0.0,0,0.0,0
Bihar,25.47,85.62,4,1,2.06,2.06,0.0,1.0,20.9,3.09,0.0,1,3.181,0
Manipur,23.97,94.69,5,1,2.9,2.9,0.0,1.0,21.8,4.343,0.0,3,9.544,0
Manipur,25.72,93.95,5,4,2.69,4.05,0.824,1.0,37.7,6.083,1.039,1,1.083,1
Assam,26.56,90.77,5,2,2.04,2.04,0.009,1.0,11.7,3.355,0.0,2,6.362,1
Sikkim,27.93,87.71,4,0,0.0,0.0,0.0,1.0,20.6,0.0,0.0,0,0.0,0
Meghalaya,26.52,92.19,5,3,2.14,2.22,0.052,1.0,78.5,3.698,0.358,1,1.616,0
Ladakh,33.95,77.88,5,2,2.51,2.92,0.406,1.0,14.6,4.401,0.0,1,3.181,0
Meghalaya,25.25,92.23,5,0,0.0,0.0,0.0,1.0,20.5,0.0,0.0,2,6.362,0
Andaman Islands,12.66,93.43,5,3,2.12,2.2,0.055,1.0,87.2,3.664,0.512,1,1.616,0
Assam,26.03,91.51,5,3,2.58,3.12,0.394,1.0,71.6,4.739,0.863,0,0.0,0
Tripura,24.81,91.7,5,3,2.48,2.89,0.325,1.0,16.5,4.449,0.994,0,0.0,0
Tripura,23.93,90.56,5,2,2.32,2.43,0.107,1.0,53.2,3.814,0.0,0,0.0,0
Manipur,24.5,93.12,5,2,2.73,2.95,0.213,1.0,14.8,4.51,0.0,0,0.0,0
Kashmir,33.81,74.48,5,2,2.15,2.16,0.008,1.0,117.6,3.531,0.0,1,3.181,1
Delhi-NCR,29.58,76.96,4,1,2.68,2.68,0.0,1.0,19.0,4.024,0.0,0,0.0,0
Kashmir,33.97,74.09,5,2,2.33,2.52,0.195,1.0,36.9,3.887,0.0,0,0.0,1
Uttarakhand,30.33,80.47,5,6,2.28,2.81,0.263,1.308,19.3,4.424,0.85,0,0.0,0
Kerala,10.17,75.94,3,1,2.69,2.69,0.0,1.0,12.9,4.03,0.0,0,0.0,0
Uttarakhand,29.73,79.02,5,3,2.17,2.33,0.119,1.0,103.1,3.775,0.848,0,0.0,0
Andaman Islands,12.02,92.2,5,6,2.76,3.64,0.626,0.537,46.5,5.71,0.68,2,1.629,1
Gujarat-Kutch,22.98,69.59,5,3,2.62,3.15,0.457,1.0,82.0,4.814,0.425,0,0.0,1
Himachal Pradesh,31.04,77.6,5,1,2.32,2.32,0.0,1.0,38.5,3.473,0.0,2,6.362,1
Sikkim,27.2,88.08,4,0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,0,0.0,0
Nagaland,25.96,95.42,5,4,2.72,3.38,0.458,1.0,56.8,5.154,0.617,1,1.083,1
Arunachal Pradesh,28.3,94.82,5,3,2.51,3.01,0.412,1.0,122.1,4.601,0.805,0,0.0,0
Uttarakhand,29.67,78.91,5,3,2.87,3.43,0.589,1.0,115.9,5.281,0.211,2,6.362,1
Tripura,24.78,91.9,5,2,2.13,2.26,0.131,1.0,41.1,3.543,0.0,0,0.0,0
Meghalaya,24.67,92.36,5,1,3.03,3.03,0.0,1.0,47.0,4.543,0.0,1,3.181,0
Kashmir,34.9,74.7,5,3,2.23,2.41,0.143,1.0,37.9,3.88,0.707,1,1.616,0
Andaman Islands,12.5,92.37,5,2,2.19,2.24,0.054,1.0,72.0,3.591,0.0,1,3.181,0
Assam,26.96,91.01,5,1,2.27,2.27,0.0,1.0,74.8,3.405,0.0,1,3.181,0
Delhi-NCR,27.66,77.45,4,0,0.0,0.0,0.0,1.0,41.5,0.0,0.0,0,0.0,0
Bihar,26.4,84.45,4,1,4.42,4.42,0.0,1.0,38.2,6.636,0.0,0,0.0,0
Sikkim,28.12,87.85,4,0,0.0,0.0,0.0,1.0,59.2,0.0,0.0,1,3.181,1
Delhi-NCR,28.76,77.02,4,3,2.34,2.59,0.242,1.0,45.1,4.114,0.827,1,1.616,0
Tamil Nadu,10.83,78.87,2,0,0.0,0.0,0.0,1.0,6.4,0.0,0.0,0,0.0,0
Maharashtra-Koyna,17.12,74.12,4,2,2.52,2.94,0.416,1.0,15.4,4.432,0.0,0,0.0,0
West Bengal,21.62,88.35,3,0,0.0,0.0,0.0,1.0,7.3,0.0,0.0,0,0.0,0
Arunachal Pradesh,27.58,95.67,5,3,2.7,3.32,0.458,1.0,19.5,5.021,0.786,1,1.616,0
Manipur,24.32,93.23,5,1,2.27,2.27,0.0,1.0,65.8,3.41,0.0,4,10.0,0
Kerala,11.07,75.49,3,1,2.92,2.92,0.0,1.0,8.5,4.375,0.0,0,0.0,0
Bihar,25.02,84.21,4,0,0.0,0.0,0.0,1.0,53.2,0.0,0.0,0,0.0,0
Tripura,24.63,91.09,5,0,0.0,0.0,0.0,1.0,28.3,0.0,0.0,0,0.0,0
Rajasthan,25.91,75.69,2,1,2.11,2.11,0.0,1.0,13.5,3.16,0.0,0,0.0,0
Nagaland,26.88,95.06,5,4,2.51,3.14,0.403,1.0,19.2,4.793,0.635,0,0.0,1
Rajasthan,26.16,75.02,2,0,0.0,0.0,0.0,1.0,14.7,0.0,0.0,0,0.0,0
Uttarakhand,30.06,78.75,5,4,2.29,2.8,0.308,1.0,104.6,4.316,1.36,0,0.0,0
Maharashtra-Koyna,18.29,74.0,4,2,2.22,2.41,0.196,1.0,42.7,3.721,0.0,1,3.181,0
Gujarat-Saurashtra,23.21,71.58,3,0,0.0,0.0,0.0,1.0,7.8,0.0,0.0,0,0.0,0
Manipur,23.89,93.5,5,2,2.27,2.39,0.116,1.0,39.2,3.742,0.0,0,0.0,0
Manipur,25.2,94.04,5,4,2.56,2.88,0.298,1.0,34.7,4.618,0.706,0,0.0,1
Uttarakhand,30.71,78.53,5,4,2.63,2.76,0.113,1.0,17.5,4.572,0.522,0,0.0,0
Sikkim,26.78,89.34,4,1,2.19,2.19,0.0,1.0,50.3,3.284,0.0,0,0.0,0
Gujarat-Kutch,23.4,69.4,5,0,0.0,0.0,0.0,1.0,27.7,0.0,0.0,1,3.181,0
Tripura,23.37,91.78,5,3,2.22,2.32,0.109,1.0,139.2,3.84,0.415,1,1.616,1
Delhi-NCR,28.62,77.75,4,1,2.04,2.04,0.0,1.0,13.2,3.064,0.0,0,0.0,0
Kashmir,34.21,75.22,5,6,2.3,2.73,0.239,1.256,31.7,4.385,0.483,2,1.629,0
Delhi-NCR,29.32,76.5,4,1,2.96,2.96,0.0,1.0,51.0,4.443,0.0,1,3.181,0
Kerala,9.86,75.8,3,4,2.19,2.47,0.163,1.0,18.5,3.974,1.287,0,0.0,1
Kashmir,34.05,75.18,5,3,2.5,3.21,0.499,1.0,34.4,4.834,0.659,4,10.0,0
Himachal Pradesh,31.49,78.0,5,2,2.11,2.13,0.018,1.0,35.8,3.466,0.0,0,0.0,0
Rajasthan,27.3,76.22,2,0,0.0,0.0,0.0,1.0,13.5,0.0,0.0,0,0.0,0
Andaman Islands,12.04,92.87,5,5,2.63,2.97,0.331,0.64,47.9,4.835,0.27,2,2.167,1
Kashmir,35.0,74.17,5,5,2.33,3.31,0.493,1.15,53.0,4.993,1.011,0,0.0,0
Ladakh,34.73,78.32,5,3,2.38,2.49,0.119,1.0,20.2,4.078,0.698,1,1.616,0
Tripura,24.06,92.37,5,1,3.26,3.26,0.0,1.0,54.2,4.885,0.0,0,0.0,0
Delhi-NCR,28.12,77.19,4,4,2.94,3.28,0.269,1.0,41.6,5.179,0.388,0,0.0,1
Mizoram,23.44,92.81,5,1,2.41,2.41,0.0,1.0,17.0,3.617,0.0,0,0.0,0
Gujarat-Saurashtra,23.0,72.32,3,3,2.15,2.26,0.079,1.0,21.2,3.724,0.167,0,0.0,1
Karnataka,15.06,76.4,2,1,2.31,2.31,0.0,1.0,28.9,3.461,0.0,0,0.0,0
Gujarat-Saurashtra,22.76,71.4,3,1,3.49,3.49,0.0,1.0,6.7,5.233,0.0,1,3.181,0
Delhi-NCR,28.68,77.53,4,0,0.0,0.0,0.0,1.0,31.3,0.0,0.0,1,3.181,0
Arunachal Pradesh,27.67,95.46,5,3,2.34,2.48,0.153,1.0,117.0,4.036,0.441,1,1.616,0
Uttarakhand,30.63,78.68,5,2,2.19,2.25,0.066,1.0,35.1,3.595,0.0,1,3.181,0
Himachal Pradesh,31.57,77.77,5,2,2.27,2.49,0.215,1.0,13.7,3.822,0.0,0,0.0,0
Kashmir,34.94,74.32,5,3,2.63,3.32,0.523,1.0,96.5,5.007,0.529,0,0.0,1
Rajasthan,27.15,76.79,2,1,2.15,2.15,0.0,1.0,22.5,3.222,0.0,0,0.0,1
Karnataka,15.71,74.72,2,0,0.0,0.0,0.0,1.0,5.2,0.0,0.0,0,0.0,0
Uttarakhand,29.59,79.01,5,4,2.81,3.37,0.356,1.0,10.2,5.159,0.719,0,0.0,0
Meghalaya,25.51,92.23,5,4,2.35,2.43,0.052,1.0,38.0,4.132,0.568,0,0.0,1
Mizoram,23.3,93.25,5,0,0.0,0.0,0.0,1.0,20.6,0.0,0.0,0,0.0,0
Nagaland,26.06,94.68,5,0,0.0,0.0,0.0,1.0,17.9,0.0,0.0,0,0.0,0
Karnataka,15.25,75.27,2,0,0.0,0.0,0.0,1.0,14.4,0.0,0.0,0,0.0,0
Kashmir,33.25,74.1,5,4,2.38,2.62,0.193,1.0,68.2,4.257,0.737,1,1.083,0
Rajasthan,27.4,76.3,2,1,2.03,2.03,0.0,1.0,32.8,3.042,0.0,0,0.0,1
Andaman Islands,11.91,92.54,5,3,2.64,2.7,0.073,1.0,35.5,4.454,0.684,2,6.362,1
Gujarat-Kutch,23.89,69.51,5,1,2.12,2.12,0.0,1.0,60.2,3.175,0.0,0,0.0,0
Arunachal Pradesh,28.45,94.5,5,3,2.6,2.98,0.281,1.0,26.0,4.584,0.841,1,1.616,0
Kashmir,34.41,73.98,5,3,2.23,2.44,0.156,1.0,14.6,3.883,0.33,0,0.0,0
Meghalaya,25.69,91.29,5,0,0.0,0.0,0.0,1.0,51.0,0.0,0.0,1,3.181,0
Nagaland,26.57,93.87,5,1,2.52,2.52,0.0,1.0,27.3,3.784,0.0,0,0.0,0
Himachal Pradesh,30.28,76.3,5,2,2.53,2.88,0.353,1.0,14.7,4.357,0.0,2,6.362,0
Nagaland,26.41,95.24,5,0,0.0,0.0,0.0,1.0,11.6,0.0,0.0,1,3.181,0
Mizoram,24.26,92.46,5,1,2.54,2.54,0.0,1.0,28.1,3.817,0.0,0,0.0,0
Tripura,23.99,92.08,5,2,2.43,2.52,0.093,1.0,71.7,3.961,0.0,1,3.181,1
Gujarat-Saurashtra,22.0,71.32,3,2,2.28,2.37,0.093,1.0,72.9,3.742,0.0,0,0.0,1
Mizoram,24.22,92.91,5,1,2.31,2.31,0.0,1.0,38.8,3.458,0.0,0,0.0,0
Karnataka,14.42,75.76,2,0,0.0,0.0,0.0,1.0,7.9,0.0,0.0,0,0.0,0
Uttarakhand,30.27,79.1,5,3,2.83,3.33,0.36,1.0,34.9,5.061,0.412,2,6.362,1
Himachal Pradesh,30.4,76.91,5,1,2.64,2.64,0.0,1.0,10.9,3.959,0.0,0,0.0,0
Mizoram,23.09,93.59,5,1,2.24,2.24,0.0,1.0,10.7,3.353,0.0,0,0.0,0
Arunachal Pradesh,29.19,94.02,5,3,2.11,2.14,0.022,1.0,43.5,3.646,0.656,0,0.0,0
Madhya Pradesh,24.43,77.9,2,1,2.08,2.08,0.0,1.0,10.0,3.115,0.0,1,3.181,1
